elevation_m,area_dam2,capacity_dam3
564.797,4170,871
564.798,4170,872
564.799,4170,872
564.8,4170,873
564.801,4180,873
564.802,4180,873
564.803,4180,874
564.804,4180,874
564.805,4180,875
564.806,4180,875
564.807,4180,876
564.808,4180,876
564.809,4180,876
564.81,4180,877
564.811,4190,877
564.812,4190,878
564.813,4190,878
564.814,4190,879
564.815,4190,879
564.816,4190,880
564.817,4190,880
564.818,4190,880
564.819,4190,881
564.82,4200,881
564.821,4200,882
564.822,4200,882
564.823,4200,883
564.824,4200,883
564.825,4200,883
564.826,4200,884
564.827,4200,884
564.828,4200,885
564.829,4210,885
564.83,4210,886
564.831,4210,886
564.832,4210,886
564.833,4210,887
564.834,4210,887
564.835,4210,888
564.836,4210,888
564.837,4210,889
564.838,4210,889
564.839,4220,889
564.84,4220,890
564.841,4220,890
564.842,4220,891
564.843,4220,891
564.844,4220,892
564.845,4220,892
564.846,4220,893
564.847,4220,893
564.848,4230,893
564.849,4230,894
564.85,4230,894
564.851,4230,895
564.852,4230,895
564.853,4230,896
564.854,4230,896
564.855,4230,896
564.856,4230,897
564.857,4230,897
564.858,4240,898
564.859,4240,898
564.86,4240,899
564.861,4240,899
564.862,4240,899
564.863,4240,900
564.864,4240,900
564.865,4240,901
564.866,4240,901
564.867,4250,902
564.868,4250,902
564.869,4250,902
564.87,4250,903
564.871,4250,903
564.872,4250,904
564.873,4250,904
564.874,4250,905
564.875,4250,905
564.876,4260,905
564.877,4260,906
564.878,4260,906
564.879,4260,907
564.88,4260,907
564.881,4260,908
564.882,4260,908
564.883,4260,909
564.884,4260,909
564.885,4260,909
564.886,4270,910
564.887,4270,910
564.888,4270,911
564.889,4270,911
564.89,4270,912
564.891,4270,912
564.892,4270,912
564.893,4270,913
564.894,4270,913
564.895,4280,914
564.896,4280,914
564.897,4280,915
564.898,4280,915
564.899,4280,915
564.9,4280,916
564.901,4280,916
564.902,4280,917
564.903,4280,917
564.904,4280,918
564.905,4290,918
564.906,4290,918
564.907,4290,919
564.908,4290,919
564.909,4290,920
564.91,4290,920
564.911,4290,921
564.912,4290,921
564.913,4290,922
564.914,4300,922
564.915,4300,922
564.916,4300,923
564.917,4300,923
564.918,4300,924
564.919,4300,924
564.92,4300,925
564.921,4300,925
564.922,4300,925
564.923,4310,926
564.924,4310,926
564.925,4310,927
564.926,4310,927
564.927,4310,928
564.928,4310,928
564.929,4310,928
564.93,4310,929
564.931,4310,929
564.932,4310,930
564.933,4320,930
564.934,4320,931
564.935,4320,931
564.936,4320,931
564.937,4320,932
564.938,4320,932
564.939,4320,933
564.94,4320,933
564.941,4320,934
564.942,4330,934
564.943,4330,934
564.944,4330,935
564.945,4330,935
564.946,4330,936
564.947,4330,936
564.948,4330,937
564.949,4330,937
564.95,4330,938
564.951,4330,938
564.952,4340,938
564.953,4340,939
564.954,4340,939
564.955,4340,940
564.956,4340,940
564.957,4340,941
564.958,4340,941
564.959,4340,941
564.96,4340,942
564.961,4350,942
564.962,4350,943
564.963,4350,943
564.964,4350,944
564.965,4350,944
564.966,4350,944
564.967,4350,945
564.968,4350,945
564.969,4350,946
564.97,4350,946
564.971,4360,947
564.972,4360,947
564.973,4360,947
564.974,4360,948
564.975,4360,948
564.976,4360,949
564.977,4360,949
564.978,4360,950
564.979,4360,950
564.98,4370,950
564.981,4370,951
564.982,4370,951
564.983,4370,952
564.984,4370,952
564.985,4370,953
564.986,4370,953
564.987,4370,954
564.988,4370,954
564.989,4380,954
564.99,4380,955
564.991,4380,955
564.992,4380,956
564.993,4380,956
564.994,4380,957
564.995,4380,957
564.996,4380,957
564.997,4380,958
564.998,4380,958
564.999,4390,959
565,4390,959
565.001,4390,960
565.002,4390,960
565.003,4390,960
565.004,4390,961
565.005,4390,961
565.006,4390,962
565.007,4390,962
565.008,4400,963
565.009,4400,963
565.01,4400,963
565.011,4400,964
565.012,4400,964
565.013,4400,965
565.014,4400,965
565.015,4400,966
565.016,4400,966
565.017,4400,967
565.018,4410,967
565.019,4410,967
565.02,4410,968
565.021,4410,968
565.022,4410,969
565.023,4410,969
565.024,4410,970
565.025,4410,970
565.026,4410,970
565.027,4420,971
565.028,4420,971
565.029,4420,972
565.03,4420,972
565.031,4420,973
565.032,4420,973
565.033,4420,973
565.034,4420,974
565.035,4420,974
565.036,4430,975
565.037,4430,975
565.038,4430,976
565.039,4430,976
565.04,4430,976
565.041,4430,977
565.042,4430,977
565.043,4430,978
565.044,4430,978
565.045,4430,979
565.046,4440,979
565.047,4440,979
565.048,4440,980
565.049,4440,980
565.05,4440,981
565.051,4440,981
565.052,4440,982
565.053,4440,982
565.054,4440,983
565.055,4450,983
565.056,4450,983
565.057,4450,984
565.058,4450,984
565.059,4450,985
565.06,4450,985
565.061,4450,986
565.062,4450,986
565.063,4450,986
565.064,4450,987
565.065,4460,987
565.066,4460,988
565.067,4460,988
565.068,4460,989
565.069,4460,989
565.07,4460,989
565.071,4460,990
565.072,4460,990
565.073,4460,991
565.074,4470,991
565.075,4470,992
565.076,4470,992
565.077,4470,992
565.078,4470,993
565.079,4470,993
565.08,4470,994
565.081,4470,994
565.082,4470,995
565.083,4480,995
565.084,4480,996
565.085,4480,996
565.086,4480,996
565.087,4480,997
565.088,4480,997
565.089,4480,998
565.09,4480,998
565.091,4480,999
565.092,4480,999
565.093,4490,999
565.094,4490,1000
565.095,4490,1000
565.096,4490,1000
565.097,4490,1000
565.098,4490,1000
565.099,4490,1000
565.1,4490,1000
565.101,4490,1000
565.102,4490,1000
565.103,4500,1000
565.104,4500,1000
565.105,4500,1000
565.106,4500,1010
565.107,4500,1010
565.108,4500,1010
565.109,4500,1010
565.11,4500,1010
565.111,4500,1010
565.112,4500,1010
565.113,4500,1010
565.114,4510,1010
565.115,4510,1010
565.116,4510,1010
565.117,4510,1010
565.118,4510,1010
565.119,4510,1010
565.12,4510,1010
565.121,4510,1010
565.122,4510,1010
565.123,4510,1010
565.124,4520,1010
565.125,4520,1010
565.126,4520,1010
565.127,4520,1010
565.128,4520,1020
565.129,4520,1020
565.13,4520,1020
565.131,4520,1020
565.132,4520,1020
565.133,4520,1020
565.134,4520,1020
565.135,4530,1020
565.136,4530,1020
565.137,4530,1020
565.138,4530,1020
565.139,4530,1020
565.14,4530,1020
565.141,4530,1020
565.142,4530,1020
565.143,4530,1020
565.144,4530,1020
565.145,4530,1020
565.146,4540,1020
565.147,4540,1020
565.148,4540,1020
565.149,4540,1020
565.15,4540,1030
565.151,4540,1030
565.152,4540,1030
565.153,4540,1030
565.154,4540,1030
565.155,4540,1030
565.156,4540,1030
565.157,4550,1030
565.158,4550,1030
565.159,4550,1030
565.16,4550,1030
565.161,4550,1030
565.162,4550,1030
565.163,4550,1030
565.164,4550,1030
565.165,4550,1030
565.166,4550,1030
565.167,4560,1030
565.168,4560,1030
565.169,4560,1030
565.17,4560,1030
565.171,4560,1040
565.172,4560,1040
565.173,4560,1040
565.174,4560,1040
565.175,4560,1040
565.176,4560,1040
565.177,4560,1040
565.178,4570,1040
565.179,4570,1040
565.18,4570,1040
565.181,4570,1040
565.182,4570,1040
565.183,4570,1040
565.184,4570,1040
565.185,4570,1040
565.186,4570,1040
565.187,4570,1040
565.188,4570,1040
565.189,4580,1040
565.19,4580,1040
565.191,4580,1040
565.192,4580,1040
565.193,4580,1050
565.194,4580,1050
565.195,4580,1050
565.196,4580,1050
565.197,4580,1050
565.198,4580,1050
565.199,4580,1050
565.2,4590,1050
565.201,4590,1050
565.202,4590,1050
565.203,4590,1050
565.204,4590,1050
565.205,4590,1050
565.206,4590,1050
565.207,4590,1050
565.208,4590,1050
565.209,4590,1050
565.21,4590,1050
565.211,4600,1050
565.212,4600,1050
565.213,4600,1050
565.214,4600,1050
565.215,4600,1060
565.216,4600,1060
565.217,4600,1060
565.218,4600,1060
565.219,4600,1060
565.22,4600,1060
565.221,4610,1060
565.222,4610,1060
565.223,4610,1060
565.224,4610,1060
565.225,4610,1060
565.226,4610,1060
565.227,4610,1060
565.228,4610,1060
565.229,4610,1060
565.23,4610,1060
565.231,4610,1060
565.232,4620,1060
565.233,4620,1060
565.234,4620,1060
565.235,4620,1060
565.236,4620,1060
565.237,4620,1070
565.238,4620,1070
565.239,4620,1070
565.24,4620,1070
565.241,4620,1070
565.242,4620,1070
565.243,4630,1070
565.244,4630,1070
565.245,4630,1070
565.246,4630,1070
565.247,4630,1070
565.248,4630,1070
565.249,4630,1070
565.25,4630,1070
565.251,4630,1070
565.252,4630,1070
565.253,4630,1070
565.254,4640,1070
565.255,4640,1070
565.256,4640,1070
565.257,4640,1070
565.258,4640,1070
565.259,4640,1080
565.26,4640,1080
565.261,4640,1080
565.262,4640,1080
565.263,4640,1080
565.264,4650,1080
565.265,4650,1080
565.266,4650,1080
565.267,4650,1080
565.268,4650,1080
565.269,4650,1080
565.27,4650,1080
565.271,4650,1080
565.272,4650,1080
565.273,4650,1080
565.274,4650,1080
565.275,4660,1080
565.276,4660,1080
565.277,4660,1080
565.278,4660,1080
565.279,4660,1080
565.28,4660,1090
565.281,4660,1090
565.282,4660,1090
565.283,4660,1090
565.284,4660,1090
565.285,4660,1090
565.286,4670,1090
565.287,4670,1090
565.288,4670,1090
565.289,4670,1090
565.29,4670,1090
565.291,4670,1090
565.292,4670,1090
565.293,4670,1090
565.294,4670,1090
565.295,4670,1090
565.296,4670,1090
565.297,4680,1090
565.298,4680,1090
565.299,4680,1090
565.3,4680,1090
565.301,4680,1090
565.302,4680,1100
565.303,4680,1100
565.304,4680,1100
565.305,4680,1100
565.306,4680,1100
565.307,4680,1100
565.308,4690,1100
565.309,4690,1100
565.31,4690,1100
565.311,4690,1100
565.312,4690,1100
565.313,4690,1100
565.314,4690,1100
565.315,4690,1100
565.316,4690,1100
565.317,4690,1100
565.318,4700,1100
565.319,4700,1100
565.32,4700,1100
565.321,4700,1100
565.322,4700,1100
565.323,4700,1100
565.324,4700,1110
565.325,4700,1110
565.326,4700,1110
565.327,4700,1110
565.328,4700,1110
565.329,4710,1110
565.33,4710,1110
565.331,4710,1110
565.332,4710,1110
565.333,4710,1110
565.334,4710,1110
565.335,4710,1110
565.336,4710,1110
565.337,4710,1110
565.338,4710,1110
565.339,4710,1110
565.34,4720,1110
565.341,4720,1110
565.342,4720,1110
565.343,4720,1110
565.344,4720,1110
565.345,4720,1110
565.346,4720,1120
565.347,4720,1120
565.348,4720,1120
565.349,4720,1120
565.35,4720,1120
565.351,4730,1120
565.352,4730,1120
565.353,4730,1120
565.354,4730,1120
565.355,4730,1120
565.356,4730,1120
565.357,4730,1120
565.358,4730,1120
565.359,4730,1120
565.36,4730,1120
565.361,4740,1120
565.362,4740,1120
565.363,4740,1120
565.364,4740,1120
565.365,4740,1120
565.366,4740,1120
565.367,4740,1130
565.368,4740,1130
565.369,4740,1130
565.37,4740,1130
565.371,4740,1130
565.372,4750,1130
565.373,4750,1130
565.374,4750,1130
565.375,4750,1130
565.376,4750,1130
565.377,4750,1130
565.378,4750,1130
565.379,4750,1130
565.38,4750,1130
565.381,4750,1130
565.382,4750,1130
565.383,4760,1130
565.384,4760,1130
565.385,4760,1130
565.386,4760,1130
565.387,4760,1130
565.388,4760,1130
565.389,4760,1140
565.39,4760,1140
565.391,4760,1140
565.392,4760,1140
565.393,4760,1140
565.394,4770,1140
565.395,4770,1140
565.396,4770,1140
565.397,4770,1140
565.398,4770,1140
565.399,4770,1140
565.4,4770,1140
565.401,4770,1140
565.402,4770,1140
565.403,4770,1140
565.404,4780,1140
565.405,4780,1140
565.406,4780,1140
565.407,4780,1140
565.408,4780,1140
565.409,4780,1140
565.41,4780,1150
565.411,4780,1150
565.412,4780,1150
565.413,4780,1150
565.414,4780,1150
565.415,4790,1150
565.416,4790,1150
565.417,4790,1150
565.418,4790,1150
565.419,4790,1150
565.42,4790,1150
565.421,4790,1150
565.422,4790,1150
565.423,4790,1150
565.424,4790,1150
565.425,4790,1150
565.426,4800,1150
565.427,4800,1150
565.428,4800,1150
565.429,4800,1150
565.43,4800,1160
565.431,4800,1160
565.432,4800,1160
565.433,4800,1160
565.434,4800,1160
565.435,4800,1160
565.436,4800,1160
565.437,4810,1160
565.438,4810,1160
565.439,4810,1160
565.44,4810,1160
565.441,4810,1160
565.442,4810,1160
565.443,4810,1160
565.444,4810,1160
565.445,4810,1160
565.446,4810,1160
565.447,4820,1160
565.448,4820,1160
565.449,4820,1160
565.45,4820,1170
565.451,4820,1170
565.452,4820,1170
565.453,4820,1170
565.454,4820,1170
565.455,4820,1170
565.456,4820,1170
565.457,4820,1170
565.458,4830,1170
565.459,4830,1170
565.46,4830,1170
565.461,4830,1170
565.462,4830,1170
565.463,4830,1170
565.464,4830,1170
565.465,4830,1170
565.466,4830,1170
565.467,4830,1170
565.468,4830,1170
565.469,4840,1170
565.47,4840,1180
565.471,4840,1180
565.472,4840,1180
565.473,4840,1180
565.474,4840,1180
565.475,4840,1180
565.476,4840,1180
565.477,4840,1180
565.478,4840,1180
565.479,4840,1180
565.48,4850,1180
565.481,4850,1180
565.482,4850,1180
565.483,4850,1180
565.484,4850,1180
565.485,4850,1180
565.486,4850,1180
565.487,4850,1180
565.488,4850,1180
565.489,4850,1180
565.49,4860,1190
565.491,4860,1190
565.492,4860,1190
565.493,4860,1190
565.494,4860,1190
565.495,4860,1190
565.496,4860,1190
565.497,4860,1190
565.498,4860,1190
565.499,4860,1190
565.5,4860,1190
565.501,4870,1190
565.502,4870,1190
565.503,4870,1190
565.504,4870,1190
565.505,4870,1190
565.506,4870,1190
565.507,4870,1190
565.508,4870,1190
565.509,4870,1190
565.51,4870,1200
565.511,4870,1200
565.512,4880,1200
565.513,4880,1200
565.514,4880,1200
565.515,4880,1200
565.516,4880,1200
565.517,4880,1200
565.518,4880,1200
565.519,4880,1200
565.52,4880,1200
565.521,4880,1200
565.522,4880,1200
565.523,4890,1200
565.524,4890,1200
565.525,4890,1200
565.526,4890,1200
565.527,4890,1200
565.528,4890,1200
565.529,4890,1200
565.53,4890,1210
565.531,4890,1210
565.532,4890,1210
565.533,4900,1210
565.534,4900,1210
565.535,4900,1210
565.536,4900,1210
565.537,4900,1210
565.538,4900,1210
565.539,4900,1210
565.54,4900,1210
565.541,4900,1210
565.542,4900,1210
565.543,4900,1210
565.544,4910,1210
565.545,4910,1210
565.546,4910,1210
565.547,4910,1210
565.548,4910,1210
565.549,4910,1210
565.55,4910,1220
565.551,4910,1220
565.552,4910,1220
565.553,4910,1220
565.554,4910,1220
565.555,4920,1220
565.556,4920,1220
565.557,4920,1220
565.558,4920,1220
565.559,4920,1220
565.56,4920,1220
565.561,4920,1220
565.562,4920,1220
565.563,4920,1220
565.564,4920,1220
565.565,4920,1220
565.566,4930,1220
565.567,4930,1220
565.568,4930,1220
565.569,4930,1220
565.57,4930,1230
565.571,4930,1230
565.572,4930,1230
565.573,4930,1230
565.574,4930,1230
565.575,4930,1230
565.576,4940,1230
565.577,4940,1230
565.578,4940,1230
565.579,4940,1230
565.58,4940,1230
565.581,4940,1230
565.582,4940,1230
565.583,4940,1230
565.584,4940,1230
565.585,4940,1230
565.586,4940,1230
565.587,4950,1230
565.588,4950,1230
565.589,4950,1230
565.59,4950,1240
565.591,4950,1240
565.592,4950,1240
565.593,4950,1240
565.594,4950,1240
565.595,4950,1240
565.596,4950,1240
565.597,4950,1240
565.598,4960,1240
565.599,4960,1240
565.6,4960,1240
565.601,4960,1240
565.602,4960,1240
565.603,4960,1240
565.604,4960,1240
565.605,4960,1240
565.606,4960,1240
565.607,4960,1240
565.608,4960,1240
565.609,4970,1240
565.61,4970,1250
565.611,4970,1250
565.612,4970,1250
565.613,4970,1250
565.614,4970,1250
565.615,4970,1250
565.616,4970,1250
565.617,4970,1250
565.618,4970,1250
565.619,4980,1250
565.62,4980,1250
565.621,4980,1250
565.622,4980,1250
565.623,4980,1250
565.624,4980,1250
565.625,4980,1250
565.626,4980,1250
565.627,4980,1250
565.628,4980,1250
565.629,4980,1250
565.63,4990,1260
565.631,4990,1260
565.632,4990,1260
565.633,4990,1260
565.634,4990,1260
565.635,4990,1260
565.636,4990,1260
565.637,4990,1260
565.638,4990,1260
565.639,4990,1260
565.64,4990,1260
565.641,5000,1260
565.642,5000,1260
565.643,5000,1260
565.644,5000,1260
565.645,5000,1260
565.646,5000,1260
565.647,5000,1260
565.648,5000,1260
565.649,5000,1260
565.65,5000,1270
565.651,5000,1270
565.652,5010,1270
565.653,5010,1270
565.654,5010,1270
565.655,5010,1270
565.656,5010,1270
565.657,5010,1270
565.658,5010,1270
565.659,5010,1270
565.66,5010,1270
565.661,5010,1270
565.662,5020,1270
565.663,5020,1270
565.664,5020,1270
565.665,5020,1270
565.666,5020,1270
565.667,5020,1270
565.668,5020,1270
565.669,5020,1270
565.67,5020,1280
565.671,5020,1280
565.672,5020,1280
565.673,5030,1280
565.674,5030,1280
565.675,5030,1280
565.676,5030,1280
565.677,5030,1280
565.678,5030,1280
565.679,5030,1280
565.68,5030,1280
565.681,5030,1280
565.682,5030,1280
565.683,5030,1280
565.684,5040,1280
565.685,5040,1280
565.686,5040,1280
565.687,5040,1280
565.688,5040,1280
565.689,5040,1280
565.69,5040,1290
565.691,5040,1290
565.692,5040,1290
565.693,5040,1290
565.694,5050,1290
565.695,5050,1290
565.696,5050,1290
565.697,5050,1290
565.698,5050,1290
565.699,5050,1290
565.7,5050,1290
565.701,5050,1290
565.702,5050,1290
565.703,5050,1290
565.704,5050,1290
565.705,5060,1290
565.706,5060,1290
565.707,5060,1290
565.708,5060,1290
565.709,5060,1300
565.71,5060,1300
565.711,5060,1300
565.712,5060,1300
565.713,5060,1300
565.714,5060,1300
565.715,5060,1300
565.716,5070,1300
565.717,5070,1300
565.718,5070,1300
565.719,5070,1300
565.72,5070,1300
565.721,5070,1300
565.722,5070,1300
565.723,5070,1300
565.724,5070,1300
565.725,5070,1300
565.726,5070,1300
565.727,5080,1300
565.728,5080,1310
565.729,5080,1310
565.73,5080,1310
565.731,5080,1310
565.732,5080,1310
565.733,5080,1310
565.734,5080,1310
565.735,5080,1310
565.736,5080,1310
565.737,5080,1310
565.738,5090,1310
565.739,5090,1310
565.74,5090,1310
565.741,5090,1310
565.742,5090,1310
565.743,5090,1310
565.744,5090,1310
565.745,5090,1310
565.746,5090,1310
565.747,5090,1320
565.748,5100,1320
565.749,5100,1320
565.75,5100,1320
565.751,5100,1320
565.752,5100,1320
565.753,5100,1320
565.754,5100,1320
565.755,5100,1320
565.756,5100,1320
565.757,5100,1320
565.758,5100,1320
565.759,5110,1320
565.76,5110,1320
565.761,5110,1320
565.762,5110,1320
565.763,5110,1320
565.764,5110,1320
565.765,5110,1320
565.766,5110,1330
565.767,5110,1330
565.768,5110,1330
565.769,5110,1330
565.77,5120,1330
565.771,5120,1330
565.772,5120,1330
565.773,5120,1330
565.774,5120,1330
565.775,5120,1330
565.776,5120,1330
565.777,5120,1330
565.778,5120,1330
565.779,5120,1330
565.78,5120,1330
565.781,5130,1330
565.782,5130,1330
565.783,5130,1330
565.784,5130,1330
565.785,5130,1340
565.786,5130,1340
565.787,5130,1340
565.788,5130,1340
565.789,5130,1340
565.79,5130,1340
565.791,5140,1340
565.792,5140,1340
565.793,5140,1340
565.794,5140,1340
565.795,5140,1340
565.796,5140,1340
565.797,5140,1340
565.798,5140,1340
565.799,5140,1340
565.8,5140,1340
565.801,5140,1340
565.802,5150,1340
565.803,5150,1340
565.804,5150,1350
565.805,5150,1350
565.806,5150,1350
565.807,5150,1350
565.808,5150,1350
565.809,5150,1350
565.81,5150,1350
565.811,5150,1350
565.812,5150,1350
565.813,5160,1350
565.814,5160,1350
565.815,5160,1350
565.816,5160,1350
565.817,5160,1350
565.818,5160,1350
565.819,5160,1350
565.82,5160,1350
565.821,5160,1350
565.822,5160,1350
565.823,5160,1360
565.824,5170,1360
565.825,5170,1360
565.826,5170,1360
565.827,5170,1360
565.828,5170,1360
565.829,5170,1360
565.83,5170,1360
565.831,5170,1360
565.832,5170,1360
565.833,5170,1360
565.834,5170,1360
565.835,5180,1360
565.836,5180,1360
565.837,5180,1360
565.838,5180,1360
565.839,5180,1360
565.84,5180,1360
565.841,5180,1360
565.842,5180,1370
565.843,5180,1370
565.844,5180,1370
565.845,5190,1370
565.846,5190,1370
565.847,5190,1370
565.848,5190,1370
565.849,5190,1370
565.85,5190,1370
565.851,5190,1370
565.852,5190,1370
565.853,5190,1370
565.854,5190,1370
565.855,5190,1370
565.856,5200,1370
565.857,5200,1370
565.858,5200,1370
565.859,5200,1370
565.86,5200,1370
565.861,5200,1380
565.862,5200,1380
565.863,5200,1380
565.864,5200,1380
565.865,5200,1380
565.866,5200,1380
565.867,5210,1380
565.868,5210,1380
565.869,5210,1380
565.87,5210,1380
565.871,5210,1380
565.872,5210,1380
565.873,5210,1380
565.874,5210,1380
565.875,5210,1380
565.876,5210,1380
565.877,5210,1380
565.878,5220,1380
565.879,5220,1380
565.88,5220,1390
565.881,5220,1390
565.882,5220,1390
565.883,5220,1390
565.884,5220,1390
565.885,5220,1390
565.886,5220,1390
565.887,5220,1390
565.888,5230,1390
565.889,5230,1390
565.89,5230,1390
565.891,5230,1390
565.892,5230,1390
565.893,5230,1390
565.894,5230,1390
565.895,5230,1390
565.896,5230,1390
565.897,5230,1390
565.898,5230,1390
565.899,5240,1400
565.9,5240,1400
565.901,5240,1400
565.902,5240,1400
565.903,5240,1400
565.904,5240,1400
565.905,5240,1400
565.906,5240,1400
565.907,5240,1400
565.908,5240,1400
565.909,5240,1400
565.91,5250,1400
565.911,5250,1400
565.912,5250,1400
565.913,5250,1400
565.914,5250,1400
565.915,5250,1400
565.916,5250,1400
565.917,5250,1400
565.918,5250,1410
565.919,5250,1410
565.92,5250,1410
565.921,5260,1410
565.922,5260,1410
565.923,5260,1410
565.924,5260,1410
565.925,5260,1410
565.926,5260,1410
565.927,5260,1410
565.928,5260,1410
565.929,5260,1410
565.93,5260,1410
565.931,5260,1410
565.932,5270,1410
565.933,5270,1410
565.934,5270,1410
565.935,5270,1410
565.936,5270,1410
565.937,5270,1420
565.938,5270,1420
565.939,5270,1420
565.94,5270,1420
565.941,5270,1420
565.942,5280,1420
565.943,5280,1420
565.944,5280,1420
565.945,5280,1420
565.946,5280,1420
565.947,5280,1420
565.948,5280,1420
565.949,5280,1420
565.95,5280,1420
565.951,5280,1420
565.952,5280,1420
565.953,5290,1420
565.954,5290,1420
565.955,5290,1420
565.956,5290,1430
565.957,5290,1430
565.958,5290,1430
565.959,5290,1430
565.96,5290,1430
565.961,5290,1430
565.962,5290,1430
565.963,5290,1430
565.964,5300,1430
565.965,5300,1430
565.966,5300,1430
565.967,5300,1430
565.968,5300,1430
565.969,5300,1430
565.97,5300,1430
565.971,5300,1430
565.972,5300,1430
565.973,5300,1430
565.974,5300,1430
565.975,5310,1440
565.976,5310,1440
565.977,5310,1440
565.978,5310,1440
565.979,5310,1440
565.98,5310,1440
565.981,5310,1440
565.982,5310,1440
565.983,5310,1440
565.984,5310,1440
565.985,5320,1440
565.986,5320,1440
565.987,5320,1440
565.988,5320,1440
565.989,5320,1440
565.99,5320,1440
565.991,5320,1440
565.992,5320,1440
565.993,5320,1440
565.994,5320,1450
565.995,5320,1450
565.996,5330,1450
565.997,5330,1450
565.998,5330,1450
565.999,5330,1450
566,5330,1450
566.001,5330,1450
566.002,5330,1450
566.003,5330,1450
566.004,5330,1450
566.005,5330,1450
566.006,5330,1450
566.007,5340,1450
566.008,5340,1450
566.009,5340,1450
566.01,5340,1450
566.011,5340,1450
566.012,5340,1450
566.013,5340,1460
566.014,5340,1460
566.015,5340,1460
566.016,5340,1460
566.017,5340,1460
566.018,5350,1460
566.019,5350,1460
566.02,5350,1460
566.021,5350,1460
566.022,5350,1460
566.023,5350,1460
566.024,5350,1460
566.025,5350,1460
566.026,5350,1460
566.027,5350,1460
566.028,5360,1460
566.029,5360,1460
566.03,5360,1460
566.031,5360,1460
566.032,5360,1470
566.033,5360,1470
566.034,5360,1470
566.035,5360,1470
566.036,5360,1470
566.037,5360,1470
566.038,5360,1470
566.039,5370,1470
566.04,5370,1470
566.041,5370,1470
566.042,5370,1470
566.043,5370,1470
566.044,5370,1470
566.045,5370,1470
566.046,5370,1470
566.047,5370,1470
566.048,5370,1470
566.049,5370,1470
566.05,5380,1470
566.051,5380,1480
566.052,5380,1480
566.053,5380,1480
566.054,5380,1480
566.055,5380,1480
566.056,5380,1480
566.057,5380,1480
566.058,5380,1480
566.059,5380,1480
566.06,5380,1480
566.061,5390,1480
566.062,5390,1480
566.063,5390,1480
566.064,5390,1480
566.065,5390,1480
566.066,5390,1480
566.067,5390,1480
566.068,5390,1480
566.069,5390,1480
566.07,5390,1490
566.071,5400,1490
566.072,5400,1490
566.073,5400,1490
566.074,5400,1490
566.075,5400,1490
566.076,5400,1490
566.077,5400,1490
566.078,5400,1490
566.079,5400,1490
566.08,5400,1490
566.081,5400,1490
566.082,5410,1490
566.083,5410,1490
566.084,5410,1490
566.085,5410,1490
566.086,5410,1490
566.087,5410,1490
566.088,5410,1490
566.089,5410,1500
566.09,5410,1500
566.091,5410,1500
566.092,5410,1500
566.093,5420,1500
566.094,5420,1500
566.095,5420,1500
566.096,5420,1500
566.097,5420,1500
566.098,5420,1500
566.099,5420,1500
566.1,5420,1500
566.101,5420,1500
566.102,5420,1500
566.103,5420,1500
566.104,5430,1500
566.105,5430,1500
566.106,5430,1500
566.107,5430,1500
566.108,5430,1510
566.109,5430,1510
566.11,5430,1510
566.111,5430,1510
566.112,5430,1510
566.113,5430,1510
566.114,5440,1510
566.115,5440,1510
566.116,5440,1510
566.117,5440,1510
566.118,5440,1510
566.119,5440,1510
566.12,5440,1510
566.121,5440,1510
566.122,5440,1510
566.123,5440,1510
566.124,5440,1510
566.125,5450,1510
566.126,5450,1510
566.127,5450,1520
566.128,5450,1520
566.129,5450,1520
566.13,5450,1520
566.131,5450,1520
566.132,5450,1520
566.133,5450,1520
566.134,5450,1520
566.135,5450,1520
566.136,5460,1520
566.137,5460,1520
566.138,5460,1520
566.139,5460,1520
566.14,5460,1520
566.141,5460,1520
566.142,5460,1520
566.143,5460,1520
566.144,5460,1520
566.145,5460,1520
566.146,5460,1530
566.147,5470,1530
566.148,5470,1530
566.149,5470,1530
566.15,5470,1530
566.151,5470,1530
566.152,5470,1530
566.153,5470,1530
566.154,5470,1530
566.155,5470,1530
566.156,5470,1530
566.157,5480,1530
566.158,5480,1530
566.159,5480,1530
566.16,5480,1530
566.161,5480,1530
566.162,5480,1530
566.163,5480,1530
566.164,5480,1530
566.165,5480,1540
566.166,5480,1540
566.167,5480,1540
566.168,5490,1540
566.169,5490,1540
566.17,5490,1540
566.171,5490,1540
566.172,5490,1540
566.173,5490,1540
566.174,5490,1540
566.175,5490,1540
566.176,5490,1540
566.177,5490,1540
566.178,5490,1540
566.179,5500,1540
566.18,5500,1540
566.181,5500,1540
566.182,5500,1540
566.183,5500,1540
566.184,5500,1550
566.185,5500,1550
566.186,5500,1550
566.187,5500,1550
566.188,5500,1550
566.189,5500,1550
566.19,5510,1550
566.191,5510,1550
566.192,5510,1550
566.193,5510,1550
566.194,5510,1550
566.195,5510,1550
566.196,5510,1550
566.197,5510,1550
566.198,5510,1550
566.199,5510,1550
566.2,5520,1550
566.201,5520,1550
566.202,5520,1550
566.203,5520,1560
566.204,5520,1560
566.205,5520,1560
566.206,5520,1560
566.207,5520,1560
566.208,5520,1560
566.209,5520,1560
566.21,5520,1560
566.211,5530,1560
566.212,5530,1560
566.213,5530,1560
566.214,5530,1560
566.215,5530,1560
566.216,5530,1560
566.217,5530,1560
566.218,5530,1560
566.219,5530,1560
566.22,5530,1560
566.221,5530,1560
566.222,5540,1570
566.223,5540,1570
566.224,5540,1570
